estimator__model,estimator__model__boosting_type,estimator__model__num_leaves,estimator__model__max_depth,estimator__model__learning_rate,estimator__model__n_estimators,estimator__model__min_child_samples,estimator__model__is_unbalance,estimator__model__objective,estimator__model__random_state,estimator__oversampling,estimator__oversampling__sampling_strategy,estimator__oversampling__random_state,estimator__oversampling__shrinkage,estimator__imputation,estimator__scaler,f1_binary_split0,f2_binary_split0,recall_binary_split0,precision_binary_split0,matthews_corrcoef_split0,accuracy_split0,roc_auc_macro_split0,f1_binary_split1,f2_binary_split1,recall_binary_split1,precision_binary_split1,matthews_corrcoef_split1,accuracy_split1,roc_auc_macro_split1,f1_binary_split2,f2_binary_split2,recall_binary_split2,precision_binary_split2,matthews_corrcoef_split2,accuracy_split2,roc_auc_macro_split2,f1_binary_split3,f2_binary_split3,recall_binary_split3,precision_binary_split3,matthews_corrcoef_split3,accuracy_split3,roc_auc_macro_split3,f1_binary_mean,f2_binary_mean,recall_binary_mean,precision_binary_mean,matthews_corrcoef_mean,accuracy_mean,roc_auc_macro_mean,f1_binary_max,f2_binary_max,recall_binary_max,precision_binary_max,matthews_corrcoef_max,accuracy_max,roc_auc_macro_max,f1_binary_min,f2_binary_min,recall_binary_min,precision_binary_min,matthews_corrcoef_min,accuracy_min,roc_auc_macro_min,f1_binary__threshold_split0,f2_binary__threshold_split0,recall_binary__threshold_split0,precision_binary__threshold_split0,matthews_corrcoef__threshold_split0,accuracy__threshold_split0,f1_binary__threshold_split1,f2_binary__threshold_split1,recall_binary__threshold_split1,precision_binary__threshold_split1,matthews_corrcoef__threshold_split1,accuracy__threshold_split1,f1_binary__threshold_split2,f2_binary__threshold_split2,recall_binary__threshold_split2,precision_binary__threshold_split2,matthews_corrcoef__threshold_split2,accuracy__threshold_split2,f1_binary__threshold_split3,f2_binary__threshold_split3,recall_binary__threshold_split3,precision_binary__threshold_split3,matthews_corrcoef__threshold_split3,accuracy__threshold_split3,f1_binary__threshold_mean,f2_binary__threshold_mean,recall_binary__threshold_mean,precision_binary__threshold_mean,matthews_corrcoef__threshold_mean,accuracy__threshold_mean,f1_binary__threshold_best,f2_binary__threshold_best,recall_binary__threshold_best,precision_binary__threshold_best,matthews_corrcoef__threshold_best,accuracy__threshold_best,f1_binary__threshold_worst,f2_binary__threshold_worst,recall_binary__threshold_worst,precision_binary__threshold_worst,matthews_corrcoef__threshold_worst,accuracy__threshold_worst
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.08357100106167843, max_depth=21,
               min_child_samples=28, n_estimators=2364, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,21,0.08357100106167843,2364,28,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.9651262005383389,
                  shrinkage=4.0)",0.9651262005383389,74923,4.0,None,StandardScaler(),0.297752808988764,0.3988326848249027,1.0,0.75,0.2892534711605066,0.9705008488964346,0.8575066988771333,0.3548387096774194,0.42182227221597296,1.0,0.3625,0.3343129774620311,0.9698641765704584,0.8540966807409005,0.2880886426592798,0.3811659192825112,1.0,0.6666666666666666,0.27334695845286394,0.9702823179791976,0.8454630103822338,0.3619047619047619,0.4387755102040816,1.0,0.5,0.344897474809307,0.9700700488219062,0.8935122677964524,0.3256462308075563,0.4101490966318671,1.0,0.5697916666666667,0.31045272047117717,0.9701793480669992,0.86264466444918,0.3619047619047619,0.4387755102040816,1.0,0.75,0.344897474809307,0.9705008488964346,0.8935122677964524,0.2880886426592798,0.3811659192825112,1.0,0.3625,0.27334695845286394,0.9698641765704584,0.8454630103822338,0.1483830758556166,0.07505071210950383,0.00017094781591862874,0.5846361990111596,0.11011736110141529,0.5846361990111596,0.16999304758072992,0.10238766968412352,-8.661793791990753e-05,0.28928543381980787,0.16999304758072992,0.6376572528070839,0.1346090228448232,0.05486126259375583,-0.00020061759815187264,0.6465884956659737,0.08608143183968324,0.6465884956659737,0.17461429002823445,0.0728420993381158,-0.00015899200926570078,0.4288764538918092,0.13853064167571197,0.4288764538918092,0.15689985907735104,0.07628543593137474,-6.881993235471305e-05,0.48734664559718754,0.12618062054938511,0.5744396003440065,0.17461429002823445,0.0728420993381158,-0.00015899200926570078,0.4288764538918092,0.13853064167571197,0.4288764538918092,0.17461429002823445,0.0728420993381158,-0.00015899200926570078,0.4288764538918092,0.13853064167571197,0.4288764538918092
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.005406459924800628, max_depth=-4,
               min_child_samples=400, n_estimators=10000, num_leaves=2,
               objective='binary', random_state=24743)",goss,2,-4,0.005406459924800628,10000,400,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=1.0, shrinkage=0.0)",1.0,74923,0.0,None,StandardScaler(),0.26987951807228916,0.37053571428571425,1.0,0.32051282051282054,0.26408164166629905,0.9700764006791172,0.851237604943903,0.3149171270718232,0.4056795131845842,1.0,0.3181818181818182,0.2983789383573614,0.9698641765704584,0.8456428945665239,0.2878048780487805,0.3784505788067676,1.0,0.3142857142857143,0.2735359156824388,0.9700700488219062,0.8409299005229914,0.3706070287539936,0.45918367346938777,1.0,0.40625,0.35603526235295246,0.9700700488219062,0.8830563185747319,0.3108021379867216,0.40346236993661344,1.0,0.3398075882450883,0.2980079395147629,0.970020168723347,0.8552166796520375,0.3706070287539936,0.45918367346938777,1.0,0.40625,0.35603526235295246,0.9700764006791172,0.8830563185747319,0.26987951807228916,0.37053571428571425,1.0,0.3142857142857143,0.26408164166629905,0.9698641765704584,0.8409299005229914,0.8220934914721038,0.6520324197372525,0.000540989453458725,0.9340806031259934,0.756227321543774,0.9999008717136604,0.8462247253371853,0.7178717041470033,0.0010560673441329695,0.9057238909981428,0.7758832051950134,0.9989568462518743,0.8073678189905111,0.6323562441310229,-0.0020019628620431256,0.9711546594881681,0.8073678189905111,0.9958038296495759,0.8762643636662422,0.7708773486469791,-0.0016382972155187768,0.969377384144982,0.8367308423692259,1.0072317307135483,0.8379875998665106,0.6932844291655644,-0.000510800819992552,0.9450841344393216,0.7940522970246311,1.0004733195821647,0.8762643636662422,0.7708773486469791,-0.0016382972155187768,0.969377384144982,0.8367308423692259,1.0072317307135483,0.8762643636662422,0.7708773486469791,-0.0016382972155187768,0.969377384144982,0.8367308423692259,1.0072317307135483
"LGBMClassifier(boosting_type='goss', is_unbalance=True, learning_rate=0.0001,
               max_depth=21, min_child_samples=2, n_estimators=10000,
               num_leaves=2, objective='binary', random_state=24743)",goss,2,21,0.0001,10000,2,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.1, shrinkage=4.0)",0.1,74923,4.0,None,None,0.265524625267666,0.35353535353535354,1.0,0.3157894736842105,0.2564430646892423,0.9700764006791172,0.809325209344759,0.30526315789473685,0.3707995365005794,1.0,0.391304347826087,0.28811560222420896,0.9696519524617997,0.8190572317933862,0.25431034482758624,0.33258173618940245,1.0,0.2911392405063291,0.24318966194109348,0.9700700488219062,0.7586883312382637,0.32075471698113206,0.4244482173174873,1.0,0.38461538461538464,0.3066874216838468,0.9700700488219062,0.8481633223148191,0.2864632112427803,0.37034121088570565,1.0,0.3457121116580028,0.27360893763459787,0.9699671126961823,0.808808523672807,0.32075471698113206,0.4244482173174873,1.0,0.391304347826087,0.3066874216838468,0.9700764006791172,0.8481633223148191,0.25431034482758624,0.33258173618940245,1.0,0.2911392405063291,0.24318966194109348,0.9696519524617997,0.7586883312382637,0.33304032429776487,0.26679895898591033,0.2165369202687541,0.43248966437153896,0.33304032429776487,0.5144153242037108,0.34681616986518315,0.34459344565242667,0.23413344879652592,0.424866966744729,0.34681616986518315,0.4730644042261978,0.33370945850223516,0.33370945850223516,0.22903538202985646,0.39137768844651366,0.33370945850223516,0.541107092626738,0.34903502458200486,0.2631402215890666,0.23565206110931197,0.41704761332352697,0.33256122908361824,0.4871332395751165,0.340650244311797,0.30206052118240967,0.2288394530511121,0.41644548322157715,0.33653179543720035,0.5039300151579408,0.34903502458200486,0.2631402215890666,0.23565206110931197,0.41704761332352697,0.33256122908361824,0.4871332395751165,0.34903502458200486,0.2631402215890666,0.23565206110931197,0.41704761332352697,0.33256122908361824,0.4871332395751165
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.029823481556061453, max_depth=21,
               min_child_samples=400, n_estimators=10000, num_leaves=2,
               objective='binary', random_state=24743)",goss,2,21,0.029823481556061453,10000,400,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=1.0, shrinkage=0.0)",1.0,74923,0.0,None,None,0.27044025157232704,0.350109409190372,1.0,0.3,0.24735693927346167,0.9700764006791172,0.8397071578297345,0.2962962962962963,0.3664036076662909,1.0,0.3132530120481928,0.27599123319257346,0.9698641765704584,0.8330238542854502,0.2664015904572564,0.3626149131767109,1.0,0.2421875,0.26270297298818135,0.9700700488219062,0.8290764622809876,0.36305732484076436,0.45814479638009054,1.0,0.42857142857142855,0.35360897129337027,0.9700700488219062,0.861660226267517,0.299048865791661,0.38431818160336606,1.0,0.32100298515490533,0.2849150291868967,0.970020168723347,0.8408669251659223,0.36305732484076436,0.45814479638009054,1.0,0.42857142857142855,0.35360897129337027,0.9700764006791172,0.861660226267517,0.2664015904572564,0.350109409190372,1.0,0.2421875,0.24735693927346167,0.9698641765704584,0.8290764622809876,0.8852331525178161,0.5295070669572429,-0.00017610391164111388,0.9724666975327838,0.8145179812724975,1.0048208538679302,0.9069897531902511,0.7611426314825731,-0.0005321479208880093,0.9437764405067888,0.9069897531902511,0.9983160521201977,0.7258429358455702,0.6960050400410411,-0.0016937035258067234,0.9067108010302869,0.7258429358455702,0.9977596236192994,0.8825328406042579,0.7809805144175994,-0.0011723193593661503,0.9751053558148148,0.7809805144175994,1.0086701890782006,0.8501496705394738,0.6919088132246142,-0.0008935686794254992,0.9495148237211686,0.8070827961814796,1.002391679671407,0.8825328406042579,0.7809805144175994,-0.0011723193593661503,0.9751053558148148,0.7809805144175994,1.0086701890782006,0.8825328406042579,0.7809805144175994,-0.0011723193593661503,0.9751053558148148,0.7809805144175994,1.0086701890782006
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.01732949056466383, max_depth=21,
               min_child_samples=2, n_estimators=5, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,21,0.01732949056466383,5,2,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.1, shrinkage=4.0)",0.1,74923,4.0,None,StandardScaler(),0.23157894736842105,0.33232628398791547,1.0,0.2608695652173913,0.2301945732257962,0.9698641765704584,0.6993976828944735,0.27488151658767773,0.36622583926754837,1.0,0.2222222222222222,0.26059541867903724,0.9698641765704584,0.7188160692822141,0.2206405693950178,0.31472081218274117,1.0,0.14726840855106887,0.2157238805673655,0.9700700488219062,0.6798361189999534,0.2869022869022869,0.38163716814159293,1.0,0.3157894736842105,0.28318404767924976,0.9700700488219062,0.7177235128885577,0.2535008300633509,0.3487275258949495,1.0,0.23653741741872322,0.24742448003786216,0.9699671126961823,0.7039433460162997,0.2869022869022869,0.38163716814159293,1.0,0.3157894736842105,0.28318404767924976,0.9700700488219062,0.7188160692822141,0.2206405693950178,0.31472081218274117,1.0,0.14726840855106887,0.2157238805673655,0.9698641765704584,0.6798361189999534,0.12801466237458814,0.12801466237458814,0.10812567335630494,0.14550856928251274,0.12801466237458814,0.17236535977269332,0.129620101052455,0.11786342953664619,0.10973197497843348,0.14105000327599762,0.11786342953664619,0.1530744913215145,0.12289908821510037,0.12289908821510037,0.10334263348581238,0.12289908821510037,0.12289908821510037,0.17514933915717995,0.11981579755861838,0.11981579755861838,0.10902656910005035,0.13797883873396694,0.11981579755861838,0.16351569262609605,0.12508741230019046,0.12214824442123827,0.10755671273015029,0.13685912487689442,0.12214824442123827,0.16602622071937095,0.11981579755861838,0.11981579755861838,0.10902656910005035,0.13797883873396694,0.11981579755861838,0.16351569262609605,0.11981579755861838,0.11981579755861838,0.10902656910005035,0.13797883873396694,0.11981579755861838,0.16351569262609605
"LGBMClassifier(boosting_type='dart', is_unbalance=True, learning_rate=0.0001,
               max_depth=21, min_child_samples=400, n_estimators=10000,
               num_leaves=2, objective='binary', random_state=24743)",dart,2,21,0.0001,10000,400,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=1.0, shrinkage=4.0)",1.0,74923,4.0,None,StandardScaler(),0.09599999999999999,0.13362395754359366,1.0,0.1794871794871795,0.08319284545815737,0.9696519524617997,0.5305627056791894,0.11049723756906077,0.134469696969697,1.0,0.2564102564102564,0.1209129752616637,0.9698641765704584,0.5326047092181095,0.07272727272727274,0.13364928909952606,1.0,0.12121212121212122,0.0449943792934082,0.9700700488219062,0.5220967766966184,0.15246636771300448,0.13432835820895522,1.0,0.35294117647058826,0.16162883278291676,0.9700700488219062,0.5547534801433959,0.1079227195023345,0.134017825455443,1.0,0.22751268339503633,0.10268225819903651,0.9699140566690176,0.5350044179343283,0.15246636771300448,0.134469696969697,1.0,0.35294117647058826,0.16162883278291676,0.9700700488219062,0.5547534801433959,0.07272727272727274,0.13362395754359366,1.0,0.12121212121212122,0.0449943792934082,0.9696519524617997,0.5220967766966184,0.44638774264596004,0.4451102515765645,0.4451102515765645,0.4696583651976448,0.45086069089942915,0.499247389667722,0.4661007529057486,0.4445128617652465,0.4445128617652465,0.4661007529057486,0.4661007529057486,0.4822264581934562,0.44648398888267227,0.4447667604759029,0.4447667604759029,0.46716402250144984,0.46716402250144984,0.49356814758400414,0.4495150520732203,0.44636403834251104,0.44543117104213925,0.45505577635613653,0.45505577635613653,0.4607680647609223,0.4521218841269003,0.44518847804005623,0.4449552612149633,0.46449472924024493,0.459795310665691,0.48395251505152614,0.4495150520732203,0.44636403834251104,0.44543117104213925,0.45505577635613653,0.45505577635613653,0.4607680647609223,0.4495150520732203,0.44636403834251104,0.44543117104213925,0.45505577635613653,0.45505577635613653,0.4607680647609223
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.002621638279137573, max_depth=-20,
               min_child_samples=13, n_estimators=9, num_leaves=221,
               objective='binary', random_state=24743)",dart,221,-20,0.002621638279137573,9,13,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.5352382319744247,
                  shrinkage=0.0001)",0.5352382319744247,74923,0.0001,None,None,0.2356687898089172,0.27932960893854747,1.0,0.36363636363636365,0.21320888570276222,0.9700764006791172,0.6856508267508236,0.2686567164179104,0.321608040201005,1.0,0.3888888888888889,0.24779669505142546,0.9698641765704584,0.7180563688476592,0.1644736842105263,0.2204301075268817,1.0,0.21428571428571427,0.1398271298725222,0.9700700488219062,0.6151884786690877,0.2824858757062147,0.3634276970160674,1.0,0.3333333333333333,0.26156556464336816,0.9700700488219062,0.7545137110666231,0.23782126653589214,0.2961988634206254,1.0,0.325036075036075,0.21559956881751952,0.970020168723347,0.6933523463335484,0.2824858757062147,0.3634276970160674,1.0,0.3888888888888889,0.26156556464336816,0.9700764006791172,0.7545137110666231,0.1644736842105263,0.2204301075268817,1.0,0.21428571428571427,0.1398271298725222,0.9698641765704584,0.6151884786690877,0.3497939362914375,0.34413161493386246,0.3404660296550355,0.3573991821476084,0.3533803981660347,0.3632307287350984,0.3515162248370544,0.34524238943906305,0.3404549438224755,0.35806601112212727,0.3515162248370544,0.36409338010307163,0.3490557197594235,0.3450031707302418,0.3404693758435514,0.3571518799917691,0.3450031707302418,0.36208095531641415,0.34838590733437824,0.3419645394781182,0.3404554895871275,0.35401447263069785,0.34838590733437824,0.36260449043441456,0.34968794705557343,0.3440854286453214,0.34046145972704744,0.35665788647305063,0.3495714252669273,0.36300238864724965,0.34838590733437824,0.3419645394781182,0.3404554895871275,0.35401447263069785,0.34838590733437824,0.36260449043441456,0.34838590733437824,0.3419645394781182,0.3404554895871275,0.35401447263069785,0.34838590733437824,0.36260449043441456
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.0011394978418983247, max_depth=21,
               min_child_samples=7, n_estimators=9036, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,21,0.0011394978418983247,9036,7,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.6987016338165121,
                  shrinkage=2.0)",0.6987016338165121,74923,2.0,None,None,0.23321554770318023,0.33367037411526795,1.0,0.17647058823529413,0.2316878500151557,0.9696519524617997,0.7038824783440468,0.26824457593688367,0.36963036963036966,1.0,0.1863013698630137,0.2646914096494745,0.9698641765704584,0.7314998304928038,0.2285714285714286,0.31991744066047473,1.0,0.18032786885245902,0.22166298333803916,0.9700700488219062,0.6933089684498036,0.2889733840304183,0.40042149631190727,1.0,0.3939393939393939,0.29320842001818387,0.9698577796646147,0.7394478327668887,0.25475123406047767,0.3559099201795049,1.0,0.2342598052225402,0.25281266575521333,0.9698609893796948,0.7170347775133857,0.2889733840304183,0.40042149631190727,1.0,0.3939393939393939,0.29320842001818387,0.9700700488219062,0.7394478327668887,0.2285714285714286,0.31991744066047473,1.0,0.17647058823529413,0.22166298333803916,0.9696519524617997,0.6933089684498036,0.19466195642581022,0.19466195642581022,0.17973028369657723,0.23896870786904645,0.19466195642581022,0.3041941541555624,0.19214519197571805,0.1873462152217077,0.18045319113905814,0.19214519197571805,0.19214519197571805,0.29860700446384847,0.20445545751622213,0.19638320084586025,0.17907737988122074,0.20445545751622213,0.19638320084586025,0.31923168237763666,0.18963293488744054,0.18963293488744054,0.1801983202078593,0.2144892414601839,0.18963293488744054,0.2446688086704113,0.19522388520129774,0.19200607684520468,0.17986479373117886,0.21251464970529263,0.19320582103370726,0.2916754124168647,0.18963293488744054,0.18963293488744054,0.1801983202078593,0.2144892414601839,0.18963293488744054,0.2446688086704113,0.18963293488744054,0.18963293488744054,0.1801983202078593,0.2144892414601839,0.18963293488744054,0.2446688086704113
"LGBMClassifier(boosting_type='goss', is_unbalance=True,
               learning_rate=0.022525139244783134, max_depth=0,
               min_child_samples=16, n_estimators=4352, num_leaves=13,
               objective='binary', random_state=24743)",goss,13,0,0.022525139244783134,4352,16,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.4782497925214998,
                  shrinkage=0.0001)",0.4782497925214998,74923,0.0001,None,StandardScaler(),0.26515151515151514,0.305793991416309,1.0,0.375,0.24467631216610816,0.9700764006791172,0.8180550836215363,0.24137931034482754,0.3466666666666667,1.0,0.26666666666666666,0.23536566815688545,0.9698641765704584,0.8219827719049527,0.2554027504911591,0.3487124463519314,1.0,0.22727272727272727,0.25061438074770614,0.9700700488219062,0.7940251718733027,0.2511013215859031,0.341130604288499,1.0,0.44,0.2408916758374053,0.9700700488219062,0.812589040458122,0.25325872439335123,0.3355759271808515,1.0,0.3272348484848485,0.24288700922702627,0.970020168723347,0.8116630169644784,0.26515151515151514,0.3487124463519314,1.0,0.44,0.25061438074770614,0.9700764006791172,0.8219827719049527,0.24137931034482754,0.305793991416309,1.0,0.22727272727272727,0.23536566815688545,0.9698641765704584,0.7940251718733027,0.21376883224091198,0.044914556684696544,-3.0390698846452915e-08,0.6536223628227789,0.21376883224091198,1.014315526142094,0.060603960087665304,0.023140080505392326,-8.909749657362198e-08,0.3291309317351937,0.023140080505392326,1.1119092103681338,0.04723448025313564,0.04723448025313564,-6.03521022868346e-08,0.6607845360374831,0.04723448025313564,1.1129774645010204,0.05054049411470951,0.028735766473304593,-1.4045604982421694e-07,0.6311952022978504,0.040436036507104534,1.135820843809106,0.0930369416741056,0.036006220979132274,-8.00740868827816e-08,0.5686832582233265,0.08114485737663613,1.0937557612050886,0.05054049411470951,0.028735766473304593,-1.4045604982421694e-07,0.6311952022978504,0.040436036507104534,1.135820843809106,0.05054049411470951,0.028735766473304593,-1.4045604982421694e-07,0.6311952022978504,0.040436036507104534,1.135820843809106
"LGBMClassifier(is_unbalance=False, learning_rate=40.22305566632568,
               min_child_samples=3, n_estimators=385, num_leaves=4,
               objective='binary', random_state=24743)",gbdt,4,-1,40.22305566632568,385,3,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.44032572623058774,
                  shrinkage=0.01)",0.44032572623058774,74923,0.01,None,StandardScaler(),0.07865168539325842,0.13362395754359366,1.0,0.1891891891891892,0.08316146351832096,0.9700764006791172,0.5215411373894316,0.05850844664194478,0.134469696969697,1.0,0.030135823429541596,0.0,0.030135823429541596,0.5,0.05812036273701567,0.13364928909952606,1.0,0.029929951178093824,0.0,0.9700700488219062,0.48920728773841116,0.34302325581395343,0.3846153846153846,1.0,0.29064039408866993,0.3246832919298347,0.9700700488219062,0.6929613420860685,0.13457593764654308,0.19658958205705032,1.0,0.13497383947137365,0.10196118886203892,0.7350880804381178,0.5509274418034779,0.34302325581395343,0.3846153846153846,1.0,0.29064039408866993,0.3246832919298347,0.9700764006791172,0.6929613420860685,0.05812036273701567,0.13362395754359366,1.0,0.029929951178093824,0.0,0.030135823429541596,0.48920728773841116,0.5,-0.5,-0.5,0.5,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.5,1.0341753148607803e-06,1.0341753148607803e-06,-1.0341753148607803e-06,1.0341753148607803e-06,1.0341753148607803e-06,1.4999989658246853,0.25000025854382874,2.585438287151951e-07,-2.585438287151951e-07,0.25000025854382874,0.25000025854382874,1.3749997414561714,1.0341753148607803e-06,1.0341753148607803e-06,-1.0341753148607803e-06,1.0341753148607803e-06,1.0341753148607803e-06,1.4999989658246853,1.0341753148607803e-06,1.0341753148607803e-06,-1.0341753148607803e-06,1.0341753148607803e-06,1.0341753148607803e-06,1.4999989658246853
"LGBMClassifier(boosting_type='goss', is_unbalance=True,
               learning_rate=0.3401643002766356, max_depth=-6,
               min_child_samples=80, n_estimators=3825, num_leaves=55,
               objective='binary', random_state=24743)",goss,55,-6,0.3401643002766356,3825,80,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.6248179450563363,
                  shrinkage=0.0)",0.6248179450563363,74923,0.0,None,StandardScaler(),0.21674876847290642,0.2883675464320626,1.0,0.22666666666666666,0.1963469471267771,0.9700764006791172,0.7753063950809219,0.24225352112676057,0.31047265987025024,1.0,0.358974358974359,0.2193207152457006,0.9698641765704584,0.781939008228804,0.20568927789934352,0.27932960893854747,1.0,0.2463768115942029,0.18695687444169556,0.9700700488219062,0.7606856309263312,0.21956087824351297,0.32377049180327866,1.0,0.2765957446808511,0.21361686428916973,0.9700700488219062,0.8061626084392507,0.22106311143563087,0.30048507676103475,1.0,0.2771533954790199,0.20406035027583574,0.970020168723347,0.781023410668827,0.24225352112676057,0.32377049180327866,1.0,0.358974358974359,0.2193207152457006,0.9700764006791172,0.8061626084392507,0.20568927789934352,0.27932960893854747,1.0,0.22666666666666666,0.18695687444169556,0.9698641765704584,0.7606856309263312,0.00033347602011940677,1.0442882805341944e-05,-1.693538054587865e-20,0.3915532947328364,0.0001130677830665879,1.1637507104781923,0.0002221932892676113,2.422289167728189e-06,-2.962777871522146e-19,0.5843043437785541,3.759728145526999e-05,1.4136782772077923,7.187965901487637e-05,3.5114971018081267e-06,-3.527205641105323e-19,0.1913769196101003,7.187965901487637e-05,1.3263244113658488,4.3980058582957464e-05,1.6621491935934202e-06,-2.320775531928227e-19,0.7512017301574314,1.6621491935934202e-06,1.2482990512392609,0.00016788225674621297,4.50970456711792e-06,-2.245028212503621e-19,0.4796090720697306,5.605171818258192e-05,1.2880131125727736,4.3980058582957464e-05,1.6621491935934202e-06,-2.320775531928227e-19,0.7512017301574314,1.6621491935934202e-06,1.2482990512392609,4.3980058582957464e-05,1.6621491935934202e-06,-2.320775531928227e-19,0.7512017301574314,1.6621491935934202e-06,1.2482990512392609
"LGBMClassifier(boosting_type='dart', is_unbalance=False, learning_rate=0.0001,
               max_depth=-18, min_child_samples=17, n_estimators=312,
               num_leaves=905, objective='binary', random_state=24743)",dart,905,-18,0.0001,312,17,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.7365254802718929,
                  shrinkage=1.0)",0.7365254802718929,74923,1.0,None,None,0.2582278481012658,0.31173594132029336,1.0,0.2727272727272727,0.23937952870094517,0.9700764006791172,0.728459250501543,0.2033898305084746,0.2935010482180293,1.0,0.2777777777777778,0.18612195985016944,0.9688030560271647,0.693054057385891,0.21656050955414013,0.2580275229357798,1.0,0.27058823529411763,0.1928550043745954,0.9700700488219062,0.6626224063814268,0.2422360248447205,0.28114186851211076,1.0,0.28205128205128205,0.21765687804813494,0.9700700488219062,0.7120070766795472,0.23010355325215026,0.2861015952465533,1.0,0.27578614196261253,0.20900334274346125,0.9697548885875236,0.699035697737102,0.2582278481012658,0.31173594132029336,1.0,0.28205128205128205,0.23937952870094517,0.9700764006791172,0.728459250501543,0.2033898305084746,0.2580275229357798,1.0,0.27058823529411763,0.18612195985016944,0.9688030560271647,0.6626224063814268,0.48050591450116836,0.48050591450116836,0.4784937816289673,0.48428907444302804,0.48050591450116836,0.4865589471253229,0.4806780810115695,0.47886003061423993,0.4784946476775904,0.48349797772913394,0.47886003061423993,0.48456446659275487,0.4806392398897088,0.4798798211461238,0.47849632636860734,0.48243125638377293,0.48119555615638454,0.4864309991937768,0.48077654160912364,0.47919708298634456,0.47849243841619804,0.4845944113951698,0.48077654160912364,0.48662571904271246,0.4806499442528926,0.47961071231196917,0.47849429852284076,0.4837031799877762,0.48033451072022915,0.48604503298864177,0.48077654160912364,0.47919708298634456,0.47849243841619804,0.4845944113951698,0.48077654160912364,0.48662571904271246,0.48077654160912364,0.47919708298634456,0.47849243841619804,0.4845944113951698,0.48077654160912364,0.48662571904271246
"LGBMClassifier(boosting_type='goss', is_unbalance=False, learning_rate=100.0,
               max_depth=20, min_child_samples=73, n_estimators=13,
               num_leaves=8, objective='binary', random_state=24743)",goss,8,20,100.0,13,73,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.2666650076719175,
                  shrinkage=1.0)",0.2666650076719175,74923,1.0,None,None,0.058108386565011334,0.13362395754359366,1.0,0.029923599320882854,0.0,0.9700764006791172,0.33544733914549174,0.2562277580071174,0.37454873646209386,1.0,0.2589928057553957,0.26003591581501323,0.9698641765704584,0.75889835732117,0.05812036273701567,0.13364928909952606,1.0,0.029929951178093824,0.0,0.9700700488219062,0.4485784564768689,0.35158501440922196,0.41433370660694296,1.0,0.3282442748091603,0.3340548441422717,0.9700700488219062,0.803036299020749,0.18101038042959158,0.26403892242803917,1.0,0.16177265776588318,0.14852268998932122,0.970020168723347,0.5864901129910699,0.35158501440922196,0.41433370660694296,1.0,0.3282442748091603,0.3340548441422717,0.9700764006791172,0.803036299020749,0.058108386565011334,0.13362395754359366,1.0,0.029923599320882854,0.0,0.9698641765704584,0.33544733914549174,-0.5,-0.5,-0.5,-0.5,-0.5,1.5,0.5,8.922275212376584e-27,-2.1368092665064408e-46,0.5,8.922275212376584e-27,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.5,4.070323211124324e-09,9.992766183315365e-13,-9.538739919237731e-49,0.500000004069324,4.070323211124324e-09,1.499999995930676,-0.1249999989824192,-0.24999999999975017,-0.25,1.017330997221677e-09,-0.2499999989824192,1.499999998982669,4.070323211124324e-09,9.992766183315365e-13,-9.538739919237731e-49,0.500000004069324,4.070323211124324e-09,1.499999995930676,4.070323211124324e-09,9.992766183315365e-13,-9.538739919237731e-49,0.500000004069324,4.070323211124324e-09,1.499999995930676
