estimator__model,estimator__model__boosting_type,estimator__model__num_leaves,estimator__model__max_depth,estimator__model__learning_rate,estimator__model__n_estimators,estimator__model__min_child_samples,estimator__model__is_unbalance,estimator__model__objective,estimator__model__random_state,estimator__oversampling,estimator__oversampling__sampling_strategy,estimator__oversampling__random_state,estimator__oversampling__shrinkage,estimator__imputation,estimator__scaler,f1_binary_split0,f2_binary_split0,recall_binary_split0,precision_binary_split0,matthews_corrcoef_split0,accuracy_split0,roc_auc_macro_split0,f1_binary_split1,f2_binary_split1,recall_binary_split1,precision_binary_split1,matthews_corrcoef_split1,accuracy_split1,roc_auc_macro_split1,f1_binary_split2,f2_binary_split2,recall_binary_split2,precision_binary_split2,matthews_corrcoef_split2,accuracy_split2,roc_auc_macro_split2,f1_binary_split3,f2_binary_split3,recall_binary_split3,precision_binary_split3,matthews_corrcoef_split3,accuracy_split3,roc_auc_macro_split3,f1_binary_mean,f2_binary_mean,recall_binary_mean,precision_binary_mean,matthews_corrcoef_mean,accuracy_mean,roc_auc_macro_mean,f1_binary_max,f2_binary_max,recall_binary_max,precision_binary_max,matthews_corrcoef_max,accuracy_max,roc_auc_macro_max,f1_binary_min,f2_binary_min,recall_binary_min,precision_binary_min,matthews_corrcoef_min,accuracy_min,roc_auc_macro_min,f1_binary__threshold_split0,f2_binary__threshold_split0,recall_binary__threshold_split0,precision_binary__threshold_split0,matthews_corrcoef__threshold_split0,accuracy__threshold_split0,f1_binary__threshold_split1,f2_binary__threshold_split1,recall_binary__threshold_split1,precision_binary__threshold_split1,matthews_corrcoef__threshold_split1,accuracy__threshold_split1,f1_binary__threshold_split2,f2_binary__threshold_split2,recall_binary__threshold_split2,precision_binary__threshold_split2,matthews_corrcoef__threshold_split2,accuracy__threshold_split2,f1_binary__threshold_split3,f2_binary__threshold_split3,recall_binary__threshold_split3,precision_binary__threshold_split3,matthews_corrcoef__threshold_split3,accuracy__threshold_split3,f1_binary__threshold_mean,f2_binary__threshold_mean,recall_binary__threshold_mean,precision_binary__threshold_mean,matthews_corrcoef__threshold_mean,accuracy__threshold_mean,f1_binary__threshold_best,f2_binary__threshold_best,recall_binary__threshold_best,precision_binary__threshold_best,matthews_corrcoef__threshold_best,accuracy__threshold_best,f1_binary__threshold_worst,f2_binary__threshold_worst,recall_binary__threshold_worst,precision_binary__threshold_worst,matthews_corrcoef__threshold_worst,accuracy__threshold_worst
"LGBMClassifier(boosting_type='dart', is_unbalance=False,
               learning_rate=0.09195622348074108, max_depth=-5,
               min_child_samples=28, n_estimators=58, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,-5,0.09195622348074108,58,28,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.1, shrinkage=1.0)",0.1,74923,1.0,None,None,0.25641025641025644,0.34327009936766034,1.0,0.2857142857142857,0.24613011794891132,0.9700764006791172,0.7711032084789863,0.32367149758454106,0.3988095238095238,1.0,1.0,0.3129874830587193,0.9705008488964346,0.780018183499245,0.25368731563421826,0.3242147922998987,1.0,0.27058823529411763,0.23016967517596662,0.9700700488219062,0.736771575337151,0.3141592920353982,0.40571428571428564,1.0,0.36666666666666664,0.30950399045822613,0.9700700488219062,0.814143271722768,0.2869820904161035,0.3680021752978421,1.0,0.48074229691876746,0.27469781666045584,0.970179336804841,0.7755090597595375,0.32367149758454106,0.40571428571428564,1.0,1.0,0.3129874830587193,0.9705008488964346,0.814143271722768,0.25368731563421826,0.3242147922998987,1.0,0.27058823529411763,0.23016967517596662,0.9700700488219062,0.736771575337151,0.1304333625014668,0.08854675824804632,0.07514548525963707,0.20138663168754622,0.1304333625014668,0.2911339984381182,0.12499468234447503,0.12499468234447503,0.07449737292473804,0.1983700372861023,0.12499468234447503,0.1983700372861023,0.15415496967046555,0.1131686434599711,0.07298395405905364,0.1699610674161997,0.15415496967046555,0.28729259841816635,0.12733213117218317,0.12733213117218317,0.07620130906912378,0.1700565865522063,0.12733213117218317,0.21958687818653805,0.13422878642214764,0.11351055380616891,0.07470703032813814,0.18494358073551365,0.13422878642214764,0.24909587808223121,0.12733213117218317,0.12733213117218317,0.07620130906912378,0.1700565865522063,0.12733213117218317,0.21958687818653805,0.12733213117218317,0.12733213117218317,0.07620130906912378,0.1700565865522063,0.12733213117218317,0.21958687818653805
"LGBMClassifier(boosting_type='goss', is_unbalance=False, learning_rate=0.0001,
               max_depth=0, n_estimators=250, num_leaves=961,
               objective='binary', random_state=24743)",goss,961,0,0.0001,250,20,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.1, shrinkage=0.01)",0.1,74923,0.01,None,None,0.23501199040767384,0.29463500439753737,1.0,0.4117647058823529,0.2161087805509882,0.9700764006791172,0.6789946176248348,0.2468354430379747,0.33304119193689746,1.0,0.3125,0.23316977362527053,0.9698641765704584,0.7610102628902518,0.24080267558528426,0.2648648648648649,1.0,0.2440944881889764,0.21637684757976944,0.9700700488219062,0.6690961714542887,0.26666666666666666,0.3137254901960784,1.0,0.5,0.2430200218996424,0.9700700488219062,0.7305849123950525,0.24732919392439986,0.3015666378488445,1.0,0.3670897985178323,0.22716885591391764,0.970020168723347,0.7099214910911069,0.26666666666666666,0.33304119193689746,1.0,0.5,0.2430200218996424,0.9700764006791172,0.7610102628902518,0.23501199040767384,0.2648648648648649,1.0,0.2440944881889764,0.2161087805509882,0.9698641765704584,0.6690961714542887,0.0930156226784079,0.0909096366500538,0.08866258408196206,0.1013072976352961,0.0930156226784079,0.10925045466755355,0.0939094265426934,0.09066694845534151,0.08865619779833417,0.10245243428059755,0.09225085546055446,0.10997757221773727,0.09395459387660243,0.09153420411313148,0.08865746100657895,0.09518256764167034,0.09395459387660243,0.10963449183028039,0.09409083478795015,0.0910154457884005,0.08865751591990362,0.10022389539522836,0.09409083478795015,0.10022389539522836,0.09374261947141346,0.09103155875173183,0.08865843970169471,0.0997915487381981,0.09332797670087874,0.10727160352769989,0.09409083478795015,0.0910154457884005,0.08865751591990362,0.10022389539522836,0.09409083478795015,0.10022389539522836,0.09409083478795015,0.0910154457884005,0.08865751591990362,0.10022389539522836,0.09409083478795015,0.10022389539522836
"LGBMClassifier(boosting_type='dart', is_unbalance=False,
               learning_rate=0.06435769723574239, max_depth=15,
               min_child_samples=34, n_estimators=351, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,15,0.06435769723574239,351,34,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.7192913666498857,
                  shrinkage=0.01)",0.7192913666498857,74923,0.01,None,None,0.26495726495726496,0.35902851108764516,1.0,0.21839080459770116,0.2577193730458271,0.969439728353141,0.8316010122402876,0.272,0.3835616438356165,1.0,0.23529411764705882,0.2682962135142731,0.9696519524617997,0.8284941597065985,0.2545454545454545,0.3372591006423983,1.0,0.5,0.24045503568695994,0.9700700488219062,0.8171881062122692,0.3052959501557632,0.4026503567787971,1.0,0.3333333333333333,0.29173832521060106,0.9698577796646147,0.8375777891584028,0.27419966741462065,0.3706249030861143,1.0,0.32175456389452334,0.2645522368644153,0.9697548773253654,0.8287152668293896,0.3052959501557632,0.4026503567787971,1.0,0.5,0.29173832521060106,0.9700700488219062,0.8375777891584028,0.2545454545454545,0.3372591006423983,1.0,0.21839080459770116,0.24045503568695994,0.969439728353141,0.8171881062122692,0.09991337873756304,0.0964373272749372,0.04823353245836841,0.14109742821966537,0.0964373272749372,0.24804850634292797,0.09848618350804952,0.08571605035204596,0.04668772917236276,0.23090318100870913,0.08571605035204596,0.39283585493273654,0.10221094839586584,0.09851296777275893,0.04771969025739342,0.3323132863899021,0.09851296777275893,0.3323132863899021,0.10411260599680931,0.08924131622803184,0.04959607270637792,0.13173385973604484,0.08924131622803184,0.17453809631392037,0.10118077915957192,0.09247691540694349,0.04805925614862563,0.20901193883858038,0.09247691540694349,0.2869339359948717,0.10411260599680931,0.08924131622803184,0.04959607270637792,0.13173385973604484,0.08924131622803184,0.17453809631392037,0.10411260599680931,0.08924131622803184,0.04959607270637792,0.13173385973604484,0.08924131622803184,0.17453809631392037
"LGBMClassifier(is_unbalance=False, learning_rate=0.00030445573183226446,
               max_depth=3, min_child_samples=2, n_estimators=5, num_leaves=154,
               objective='binary', random_state=24743)",gbdt,154,3,0.00030445573183226446,5,2,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.1, shrinkage=0.01)",0.1,74923,0.01,None,None,0.27868852459016397,0.32319391634980993,1.0,0.22666666666666666,0.25858467157104964,0.9700764006791172,0.660980184977448,0.3064066852367688,0.3503184713375796,1.0,0.2613065326633166,0.28700959851526964,0.9690152801358234,0.6758929947298672,0.22077922077922077,0.23255813953488375,1.0,0.20359281437125748,0.19538511691217444,0.9700700488219062,0.60601595356705,0.3522388059701492,0.3891820580474934,1.0,0.30412371134020616,0.3334869431517841,0.9700700488219062,0.6944496174558096,0.2895283091440757,0.3238131463174417,1.0,0.24892243126036173,0.2686165825375695,0.9698079446146882,0.6593346876825437,0.3522388059701492,0.3891820580474934,1.0,0.30412371134020616,0.3334869431517841,0.9700764006791172,0.6944496174558096,0.22077922077922077,0.23255813953488375,1.0,0.20359281437125748,0.19538511691217444,0.9690152801358234,0.60601595356705,0.09097270684046163,0.09097270684046163,0.09062877561253221,0.09097270684046163,0.09097270684046163,0.09131663806839108,0.0908172661835067,0.0908172661835067,0.09077380602242273,0.09099439622055766,0.0908172661835067,0.0913051961335756,0.09100256439811819,0.09100256439811819,0.09058714169710666,0.09100256439811819,0.09100256439811819,0.09141798709912971,0.09096180330844804,0.09096180330844804,0.0906313220424275,0.09096180330844804,0.09096180330844804,0.09129228457446857,0.09093858518263365,0.09093858518263365,0.09065526134362228,0.09098286769189638,0.09093858518263365,0.09133302646889124,0.09096180330844804,0.09096180330844804,0.0906313220424275,0.09096180330844804,0.09096180330844804,0.09129228457446857,0.09096180330844804,0.09096180330844804,0.0906313220424275,0.09096180330844804,0.09096180330844804,0.09129228457446857
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.023771161076975095, max_depth=-6,
               min_child_samples=2, n_estimators=96, num_leaves=2,
               objective='binary', random_state=24743)",dart,2,-6,0.023771161076975095,96,2,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=1.0, shrinkage=4.0)",1.0,74923,4.0,None,StandardScaler(),0.09125475285171102,0.13362395754359366,1.0,0.125,0.06548698693957503,0.9692275042444821,0.5306713151521074,0.0975609756097561,0.134469696969697,1.0,0.15873015873015872,0.08756193475864925,0.9690152801358234,0.5338367183406786,0.06837606837606838,0.13364928909952606,1.0,0.2,0.058609117705367454,0.9694332413500318,0.5221099678755994,0.1572052401746725,0.13803680981595093,1.0,0.25,0.14138640029872063,0.9694332413500318,0.5564411751012617,0.103599259253052,0.1349449383571919,1.0,0.1834325396825397,0.08826110992557809,0.9692773167700923,0.5357647941174117,0.1572052401746725,0.13803680981595093,1.0,0.25,0.14138640029872063,0.9694332413500318,0.5564411751012617,0.06837606837606838,0.13362395754359366,1.0,0.125,0.058609117705367454,0.9690152801358234,0.5221099678755994,0.38746546885509425,0.38282024440693563,0.38282024440693563,0.39430997630069853,0.38746546885509425,0.4425230302873514,0.3956043648006764,0.37517223363757046,0.37517223363757046,0.3956043648006764,0.3956043648006764,0.446475672381594,0.39489857296585307,0.3754782920079952,0.3754782920079952,0.43243341644800815,0.4138836144458573,0.43243341644800815,0.3898176232162926,0.3898176232162926,0.3812785961957648,0.39977019172811773,0.3898176232162926,0.4111363017312402,0.39194650745947907,0.3808220983171985,0.3786873415620665,0.4055294873193752,0.39669276782948015,0.43314210521204843,0.3898176232162926,0.3898176232162926,0.3812785961957648,0.39977019172811773,0.3898176232162926,0.4111363017312402,0.3898176232162926,0.3898176232162926,0.3812785961957648,0.39977019172811773,0.3898176232162926,0.4111363017312402
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.037434362198769236, max_depth=19,
               min_child_samples=260, n_estimators=784, num_leaves=437,
               objective='binary', random_state=24743)",goss,437,19,0.037434362198769236,784,260,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.3913253976336326,
                  shrinkage=0.0)",0.3913253976336326,74923,0.0,None,StandardScaler(),0.23376623376623373,0.3380782918149466,1.0,0.30303030303030304,0.22803572508730302,0.9700764006791172,0.8096269885230819,0.2980769230769231,0.3681710213776722,1.0,0.2987012987012987,0.28507178978678055,0.9698641765704584,0.8201228156686289,0.26200873362445415,0.36132812499999994,1.0,0.25316455696202533,0.25278416643105794,0.9700700488219062,0.8173836460418703,0.3157894736842105,0.38735529830810334,1.0,0.32098765432098764,0.29766370954971594,0.9700700488219062,0.8485419867467447,0.27741034103795537,0.3637331841251805,1.0,0.2939709532536537,0.26588884771371435,0.970020168723347,0.8239188592450815,0.3157894736842105,0.38735529830810334,1.0,0.32098765432098764,0.29766370954971594,0.9700764006791172,0.8485419867467447,0.23376623376623373,0.3380782918149466,1.0,0.25316455696202533,0.22803572508730302,0.9698641765704584,0.8096269885230819,0.4284558507518839,0.2590329839978049,-1.2887558736634705e-05,0.8778845980259361,0.2590329839978049,1.0191244534671364,0.42678043217357486,0.42678043217357486,2.431832060773232e-06,0.7438662588169818,0.42678043217357486,1.0111476320443746,0.40324225471949127,0.28200577945644906,-4.549619573638618e-05,0.7879079019191899,0.28200577945644906,0.9859877239330139,0.5108751433701408,0.24713492248911817,-6.180908168730708e-05,0.7642633470385944,0.5108751433701408,1.0150266969836903,0.44233842025377273,0.30373852952923674,-2.9440251024888683e-05,0.7934805264501755,0.3696735847494924,1.0078216266070539,0.5108751433701408,0.24713492248911817,-6.180908168730708e-05,0.7642633470385944,0.5108751433701408,1.0150266969836903,0.5108751433701408,0.24713492248911817,-6.180908168730708e-05,0.7642633470385944,0.5108751433701408,1.0150266969836903
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.017564577854055737, max_depth=5,
               min_child_samples=400, n_estimators=16, num_leaves=2,
               objective='binary', random_state=24743)",goss,2,5,0.017564577854055737,16,400,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.9199728149697959,
                  shrinkage=0.0)",0.9199728149697959,74923,0.0,None,StandardScaler(),0.22565687789799072,0.34112149532710284,1.0,0.1442687747035573,0.23278156519120263,0.9700764006791172,0.7722979126810869,0.2571912013536379,0.37364798426745327,1.0,0.16926503340757237,0.2641112087234872,0.9698641765704584,0.7733973865072271,0.21393841166936792,0.3173076923076923,1.0,0.13865546218487396,0.2139211252760391,0.9700700488219062,0.7462211151977901,0.1911922663802363,0.328655834564254,1.0,0.11265822784810127,0.21792876108321543,0.9700700488219062,0.7529175784099198,0.2219946893253082,0.3401832516166256,1.0,0.14121187453602624,0.2321856650684861,0.970020168723347,0.7612084981990059,0.2571912013536379,0.37364798426745327,1.0,0.16926503340757237,0.2641112087234872,0.9700764006791172,0.7733973865072271,0.1911922663802363,0.3173076923076923,1.0,0.11265822784810127,0.2139211252760391,0.9698641765704584,0.7462211151977901,0.5416815935360801,0.5416815935360801,0.43028823676113626,0.5416815935360801,0.5416815935360801,0.581154909326975,0.5448474601404065,0.5448474601404065,0.4219233062206244,0.5448474601404065,0.5448474601404065,0.5672854656806423,0.5547036853711023,0.5547036853711023,0.4274868658486004,0.5547036853711023,0.5547036853711023,0.5701007109244505,0.505383207428085,0.505383207428085,0.41608667096844565,0.505383207428085,0.505383207428085,0.6004811495099497,0.5366539866189185,0.5366539866189185,0.4239462699497017,0.5366539866189185,0.5366539866189185,0.5797555588605043,0.505383207428085,0.505383207428085,0.41608667096844565,0.505383207428085,0.505383207428085,0.6004811495099497,0.505383207428085,0.505383207428085,0.41608667096844565,0.505383207428085,0.505383207428085,0.6004811495099497
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.003053753063459349, max_depth=-8,
               min_child_samples=400, n_estimators=10000, num_leaves=4,
               objective='binary', random_state=24743)",goss,4,-8,0.003053753063459349,10000,400,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.814610926794747,
                  shrinkage=0.0)",0.814610926794747,74923,0.0,None,StandardScaler(),0.27301587301587305,0.37451361867704275,1.0,0.3116883116883117,0.2654879721019837,0.9700764006791172,0.8430810335277443,0.31720430107526887,0.3955375253549696,1.0,0.35714285714285715,0.2999717838681511,0.9698641765704584,0.8443269023330354,0.29611650485436897,0.3817204301075269,1.0,0.29411764705882354,0.2829661822248123,0.9700700488219062,0.8450284774275649,0.3544303797468355,0.44390243902439025,1.0,0.4375,0.3343727194528611,0.9700700488219062,0.8752750748793396,0.3101917646730866,0.3989185032909824,1.0,0.3501122039724981,0.29569966441195206,0.970020168723347,0.8519278720419211,0.3544303797468355,0.44390243902439025,1.0,0.4375,0.3343727194528611,0.9700764006791172,0.8752750748793396,0.27301587301587305,0.37451361867704275,1.0,0.29411764705882354,0.2654879721019837,0.9698641765704584,0.8430810335277443,0.8523681720970804,0.6528877973492089,-0.00015737663228575748,0.9117140531851109,0.7129051524866896,0.9829750920368184,0.785008787321068,0.6508893047617423,0.00010294493547216696,0.9181562806721117,0.785008787321068,0.9912328371348254,0.760615164901012,0.682673073808175,0.00033617272144292366,0.9512482404213978,0.760615164901012,0.9840050951147163,0.832109886176752,0.6239231056781113,-0.00029281139334139724,0.9555119610219422,0.832109886176752,0.9928613285722978,0.807525502623978,0.6525933203993094,-2.767592178016024e-06,0.9341576338251407,0.7726597477213804,0.9877685882146645,0.832109886176752,0.6239231056781113,-0.00029281139334139724,0.9555119610219422,0.832109886176752,0.9928613285722978,0.832109886176752,0.6239231056781113,-0.00029281139334139724,0.9555119610219422,0.832109886176752,0.9928613285722978
"LGBMClassifier(boosting_type='goss', is_unbalance=True,
               learning_rate=0.15648293553582182, max_depth=21,
               min_child_samples=2, n_estimators=10000, num_leaves=37,
               objective='binary', random_state=24743)",goss,37,21,0.15648293553582182,10000,2,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.8641360634505919,
                  shrinkage=1.0)",0.8641360634505919,74923,1.0,None,StandardScaler(),0.21729490022172948,0.3122432210353328,1.0,0.28205128205128205,0.20354668016291963,0.9700764006791172,0.7990577352442394,0.2737430167597765,0.34253578732106343,1.0,0.25396825396825395,0.25220661978896114,0.9698641765704584,0.789962862514254,0.2524271844660194,0.3125,1.0,0.23214285714285715,0.22821153425638158,0.9700700488219062,0.789920387355091,0.23717948717948717,0.31893004115226337,1.0,0.3076923076923077,0.22060715352172922,0.9700700488219062,0.8100128807982991,0.24516114715675313,0.3215522623771649,1.0,0.2689636752136752,0.2261429969324979,0.970020168723347,0.7972384664779708,0.2737430167597765,0.34253578732106343,1.0,0.3076923076923077,0.25220661978896114,0.9700764006791172,0.8100128807982991,0.21729490022172948,0.3122432210353328,1.0,0.23214285714285715,0.20354668016291963,0.9698641765704584,0.789920387355091,4.97522272871271e-05,1.7004407977110477e-06,-2.3924961035826565e-137,0.5906956990342238,1.7004407977110477e-06,1.4091098636832462,0.00014350054866398384,7.05469460339477e-06,-8.381696537958044e-16,0.031415486901377014,0.00014350054866398384,1.4041160807111726,0.0008560546374087667,3.750752301122947e-06,-2.132564992680812e-16,0.0008560546374087667,0.0008560546374087667,1.464410756712328,0.0007536917818888859,2.4076852509165606e-07,-3.309039731772105e-16,0.05114274126215779,1.7643316223403813e-05,1.4259460138749107,0.0004507497988121909,3.1866640568301054e-06,-3.45582531560274e-16,0.16852749545879184,0.00025472473577346636,1.4258956787454142,0.0007536917818888859,2.4076852509165606e-07,-3.309039731772105e-16,0.05114274126215779,1.7643316223403813e-05,1.4259460138749107,0.0007536917818888859,2.4076852509165606e-07,-3.309039731772105e-16,0.05114274126215779,1.7643316223403813e-05,1.4259460138749107
"LGBMClassifier(boosting_type='goss', is_unbalance=False,
               learning_rate=0.07178794617746469, max_depth=6,
               min_child_samples=2, n_estimators=10000, num_leaves=30,
               objective='binary', random_state=24743)",goss,30,6,0.07178794617746469,10000,2,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.26493970418534263,
                  shrinkage=0.0)",0.26493970418534263,74923,0.0,None,StandardScaler(),0.23684210526315788,0.2826510721247563,1.0,0.32608695652173914,0.21213492180830165,0.9700764006791172,0.7841828921461387,0.2565217391304348,0.3456669912366115,1.0,0.2698412698412698,0.24453110703742684,0.9698641765704584,0.7838344068789103,0.2222222222222222,0.29866117404737386,1.0,0.3684210526315789,0.20537712527939556,0.9700700488219062,0.7624718717507022,0.2048780487804878,0.30129672006102215,1.0,0.25806451612903225,0.1937277307605322,0.9700700488219062,0.7980554650278566,0.23011602884907567,0.307068989367441,1.0,0.30560344878090506,0.21394272122141406,0.970020168723347,0.7821361589509019,0.2565217391304348,0.3456669912366115,1.0,0.3684210526315789,0.24453110703742684,0.9700764006791172,0.7980554650278566,0.2048780487804878,0.2826510721247563,1.0,0.25806451612903225,0.1937277307605322,0.9698641765704584,0.7624718717507022,0.0030624346032279565,1.242194239247075e-05,-6.252745784576202e-19,0.6655631265765578,0.0030624346032279565,1.334263333443979,4.755857779654994e-05,8.554284549494788e-06,-1.0623544351133545e-17,0.0788201823490156,4.755857779654994e-05,1.4192707363259445,7.06270785353872e-05,1.6215122464314195e-05,-2.7899929515317005e-18,0.6631208407084583,3.0646850834345664e-05,1.3357585819072086,0.0001947711594981714,6.615342137309798e-07,-2.2308751133198664e-18,0.2506718584155182,7.728372297600477e-08,1.2595721338614165,0.0008438478547645162,9.463220905002677e-06,-4.067421748610683e-18,0.4145440020123875,0.000785179328895457,1.3372161963846372,0.0001947711594981714,6.615342137309798e-07,-2.2308751133198664e-18,0.2506718584155182,7.728372297600477e-08,1.2595721338614165,0.0001947711594981714,6.615342137309798e-07,-2.2308751133198664e-18,0.2506718584155182,7.728372297600477e-08,1.2595721338614165
"LGBMClassifier(boosting_type='dart', is_unbalance=True,
               learning_rate=0.0023092456328330318, max_depth=15,
               min_child_samples=72, n_estimators=5921, num_leaves=122,
               objective='binary', random_state=24743)",dart,122,15,0.0023092456328330318,5921,72,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.8035759468041581,
                  shrinkage=0.0)",0.8035759468041581,74923,0.0,None,StandardScaler(),0.24626865671641793,0.3460038986354776,1.0,0.5,0.2395081303049103,0.9700764006791172,0.8186873459103102,0.31318681318681324,0.37639877924720244,1.0,0.4,0.29475172138897465,0.9698641765704584,0.8266642524732641,0.2666666666666666,0.32831001076426264,1.0,0.25925925925925924,0.2485099960395055,0.9700700488219062,0.7904340673836461,0.3468834688346883,0.40404040404040403,1.0,0.4,0.3318999635832377,0.9700700488219062,0.8540186538789826,0.2932514013511465,0.36368827317183666,1.0,0.38981481481481484,0.27866745282915706,0.970020168723347,0.8224510799115508,0.3468834688346883,0.40404040404040403,1.0,0.5,0.3318999635832377,0.9700764006791172,0.8540186538789826,0.24626865671641793,0.32831001076426264,1.0,0.25925925925925924,0.2395081303049103,0.9698641765704584,0.7904340673836461,0.641147953079549,0.2974468963940955,0.0026953897354608314,0.8742946399598561,0.32453977558431535,0.8742946399598561,0.47081493021066323,0.2844483367303703,0.0030994269216831306,0.8768081931128091,0.47081493021066323,0.9874303863925777,0.5028668104186849,0.3667546375047013,0.003854836627490619,0.7619412076111745,0.44514839893855307,0.9955215843921756,0.514215774650645,0.514215774650645,0.004267250874876092,0.8770981620781342,0.514215774650645,1.005957000619706,0.5322613670898855,0.365716411319953,0.003479226039877668,0.8475355506904935,0.43867971984604415,0.9658009028410789,0.514215774650645,0.514215774650645,0.004267250874876092,0.8770981620781342,0.514215774650645,1.005957000619706,0.514215774650645,0.514215774650645,0.004267250874876092,0.8770981620781342,0.514215774650645,1.005957000619706
"LGBMClassifier(is_unbalance=False, learning_rate=0.5247915014438157,
               max_depth=21, min_child_samples=9, n_estimators=129,
               num_leaves=147, objective='binary', random_state=24743)",gbdt,147,21,0.5247915014438157,129,9,False,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=0.9903956631852051,
                  shrinkage=4.0)",0.9903956631852051,74923,4.0,None,StandardScaler(),0.2254901960784314,0.3424657534246576,1.0,0.3125,0.23074403373827615,0.9700764006791172,0.7915947128908584,0.2792207792207792,0.3451995685005394,1.0,0.375,0.2558519550274686,0.9698641765704584,0.7845540419761458,0.233983286908078,0.31308411214953275,1.0,0.2153846153846154,0.21036559313429198,0.9700700488219062,0.7899762558778342,0.27361563517915305,0.3363228699551569,1.0,0.25301204819277107,0.2502057386942037,0.9700700488219062,0.8171562921923738,0.25307747434661043,0.33426807600747166,1.0,0.2889741658943466,0.2367918301485601,0.970020168723347,0.7958203257343031,0.2792207792207792,0.3451995685005394,1.0,0.375,0.2558519550274686,0.9700764006791172,0.8171562921923738,0.2254901960784314,0.31308411214953275,1.0,0.2153846153846154,0.21036559313429198,0.9698641765704584,0.7845540419761458,0.00023828707017501917,8.492326048426711e-06,-2.037813854231808e-12,0.5581430600368191,8.492326048426711e-06,1.4269506154581075,0.0008841138174039014,4.6025108133009e-05,-3.0946056437025102e-12,0.4905960353923073,0.0008841138174039014,1.372989827587852,0.00041629495382319485,1.3517559294833514e-05,-3.3336265721737095e-12,0.033003427543972653,0.00041629495382319485,1.4065772493569906,0.001176929851280948,1.069600527672533e-05,-1.7946180431697007e-12,0.001176929851280948,0.001176929851280948,1.4240722592195136,0.0006789064231707659,1.968274968824864e-05,-2.565166028319432e-12,0.270729863206095,0.0006214577371391177,1.407647487905616,0.001176929851280948,1.069600527672533e-05,-1.7946180431697007e-12,0.001176929851280948,0.001176929851280948,1.4240722592195136,0.001176929851280948,1.069600527672533e-05,-1.7946180431697007e-12,0.001176929851280948,0.001176929851280948,1.4240722592195136
"LGBMClassifier(boosting_type='goss', is_unbalance=True,
               learning_rate=0.01847522192603294, max_depth=6,
               min_child_samples=400, n_estimators=9639, num_leaves=2,
               objective='binary', random_state=24743)",goss,2,6,0.01847522192603294,9639,400,True,binary,24743,"RandomOverSampler(random_state=74923, sampling_strategy=1.0, shrinkage=0.0)",1.0,74923,0.0,None,StandardScaler(),0.27611940298507465,0.367008681925809,1.0,0.3026315789473684,0.2553599481097242,0.9700764006791172,0.8443129752634169,0.3003663003663004,0.3768115942028986,1.0,0.325,0.2797701006141923,0.9698641765704584,0.8362337041945327,0.2707423580786026,0.37093495934959353,1.0,0.25333333333333335,0.2641739408963187,0.9700700488219062,0.8315882179493148,0.3691460055096419,0.45551982851018213,1.0,0.4166666666666667,0.3578688615571901,0.9700700488219062,0.8691279854741841,0.30409351673490487,0.3925687659971208,1.0,0.3244078947368421,0.2892932127943563,0.970020168723347,0.8453157207203621,0.3691460055096419,0.45551982851018213,1.0,0.4166666666666667,0.3578688615571901,0.9700764006791172,0.8691279854741841,0.2707423580786026,0.367008681925809,1.0,0.25333333333333335,0.2553599481097242,0.9698641765704584,0.8315882179493148,0.9099613025760666,0.5849408244548293,7.0223640857838485e-06,0.9398881936423746,0.9099613025760666,1.0011498993341499,0.904106141264215,0.6863892113664682,-0.0005547339327267586,0.9419478290628198,0.904106141264215,0.9989765645559421,0.7672888502759092,0.708522175752019,-0.001954581837685433,0.9461662659397723,0.708522175752019,0.9995272235566487,0.8412071662992109,0.7474830637588399,-0.0015388001693905826,0.9730578441749087,0.809494972609993,1.0081356016646932,0.8556408651038504,0.6818338188330391,-0.0010102733939292476,0.9502650332049689,0.8330211480505734,1.0019473222778585,0.8412071662992109,0.7474830637588399,-0.0015388001693905826,0.9730578441749087,0.809494972609993,1.0081356016646932,0.8412071662992109,0.7474830637588399,-0.0015388001693905826,0.9730578441749087,0.809494972609993,1.0081356016646932
